case_number,source_file_key,docket_numbers,citation,citation_year,citation_seq,case_name,pdf_url,date_argued,date_issued,days_to_decision,term_year,lower_court,lower_court_type,lower_court_judge,case_type,appeal_type,outcome,author,author_display,majority,dissent,concur_separate,not_participating,vote_string,is_unanimous,has_dissent,has_separate_concurrence,topics,rsa_citations,rsa_primary,involves_statutory_interpretation,standard_of_review,summary_paragraph,word_count,opinion_type,parse_version,parse_timestamp,parse_confidence
2023-0529,2023-0529,['2023-0529'],,,,Estate of Marlon Salgado Lucero,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230529.pdf,,2024-06-28,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['property'],"['RSA 547:3, V']","RSA 547:3, V",False,[],,153,case_order,1.0.0,2026-08-03T12:15:12.016409,0.8
2023-0259,2023-0259,['2023-0259'],,,,State of New Hampshire v. Dylan Preneveau,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230259.pdf,,2024-06-28,,2024,,,,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'statutory_interpretation', 'evidence']","['RSA 631:2', 'RSA 631:2, I', 'RSA 631:2-a', 'RSA 625:3']",RSA 631:2,True,[],,1036,case_order,1.0.0,2026-08-03T12:15:12.637536,0.8
2022-0711,2022-0711,['2022-0711'],,,,State of New Hampshire v. Mitchell Tennison,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20220711.pdf,,2024-06-28,,2024,"Superior Court (Schulman, J.)",superior_court,Schulman,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'domestic_violence']","['RSA 631:2, I', 'RSA 631:2-b, I', 'RSA 173-B:9', 'RSA 642:10']","RSA 631:2, I",False,[],,532,case_order,1.0.0,2026-08-03T12:15:12.776803,0.8
2022-0392,2022-0392,['2022-0392'],,,,Mary Hebbard v. City of Dover & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20220392.pdf,,2024-06-27,,2024,,,Howard,civil,standard,affirmed,per_curiam,Per Curiam,2,0,0,2,2-0,True,False,False,"['civil_procedure', 'property']",['RSA 490:3'],RSA 490:3,False,[],,386,case_order,1.0.0,2026-08-03T12:15:12.919385,0.8
2023-0239,2023-0239,['2023-0239'],,,,State of New Hampshire v. Robert Letoile,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230239.pdf,,2024-06-27,,2024,"Superior Court (Attorri, J.)",superior_court,Attorri,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'constitutional']","['RSA 632-A:2', 'RSA 632-A:3']",RSA 632-A:2,False,[],,1374,case_order,1.0.0,2026-08-03T12:15:13.245242,0.8
2023-0249,2023-0249,['2023-0249'],,,,Scott McCarthy & a. v. Jeanne Ludden Civiello & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230249.pdf,,2024-06-27,,2024,"Superior Court (Schulman, J.)",superior_court,Schulman,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['statutory_interpretation', 'contract']",[],,True,[],,197,case_order,1.0.0,2026-08-03T12:15:13.307540,0.8
2022-0373,2022-0373,['2022-0373'],,,,Appeal of AmGUARD Insurance Group & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220373.pdf,,2024-06-26,,2024,,,,civil,standard,vacated,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['insurance', 'administrative_law', 'statutory_interpretation', 'employment']","['RSA 541:13', 'RSA 281-A:2, XI']",RSA 541:13,True,['de_novo'],,1244,case_order,1.0.0,2026-08-03T12:15:13.665262,0.8
2022-0020,2022-0020,['2022-0020'],,,,State of New Hampshire v. Ronnie J. Robichaud,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220020.pdf,,2024-06-21,,2024,"Circuit Court (Keating, J.)",circuit_court,Keating,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'civil_procedure', 'constitutional', 'DWI']","['RSA 265', 'RSA 105:13-d, I', 'RSA 105:13-b', 'RSA 265-A:2, I']",RSA 265,False,['de_novo'],,1399,case_order,1.0.0,2026-08-03T12:15:14.019253,0.8
2022-0307,2022-0307,['2022-0307'],,,,State of New Hampshire v. Justin Alan Belanger,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220307.pdf,,2024-06-18,,2024,"Superior Court (Howard, J.)",superior_court,Howard,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'civil_procedure']","['RSA 630:1-b, I', 'RSA 626:2, II']","RSA 630:1-b, I",False,['de_novo'],,1392,case_order,1.0.0,2026-08-03T12:15:14.393933,0.8
2023-0011,2023-0011,['2023-0011'],,,,State of New Hampshire v. Damien Rousseau,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230011.pdf,,2024-06-18,,2024,Superior Court,superior_court,Bornstein,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,['constitutional'],[],,False,[],,1410,case_order,1.0.0,2026-08-03T12:15:14.788156,0.8
2023-0507,2023-0507,['2023-0507'],,,,Ellen Merrill-Pugsley & a. v. Rebecca Dalida,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230507.pdf,,2024-06-17,,2024,"Superior Court (Delker, J.)",superior_court,Delker,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['civil_procedure', 'tort']",['RSA 466:19'],RSA 466:19,False,[],,270,case_order,1.0.0,2026-08-03T12:15:14.868941,0.8
2023-0042,2023-0042,['2023-0042'],,,,In the Matter of Alan Perewitz and Suzanne Perewitz,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230042.pdf,,2024-06-17,,2024,Circuit Court,circuit_court,Countway,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['family_law', 'constitutional', 'property']","['RSA 458:19-a, I']","RSA 458:19-a, I",False,[],,1005,case_order,1.0.0,2026-08-03T12:15:15.150423,0.8
2023-0338,2023-0338,['2023-0338'],,,,State of New Hampshire v. Jamie Michael Chick,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230338.pdf,,2024-06-17,,2024,,,,criminal,standard,vacated,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['criminal'],[],,False,[],,103,case_order,1.0.0,2026-08-03T12:15:15.196914,0.8
2023-0293,2023-0293,['2023-0293'],,,,"Leonard LaPadula, III v. New Hampshire Employment Security AKA NHES",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230293.pdf,,2024-06-14,,2024,,,,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['administrative_law', 'statutory_interpretation', 'employment', 'contract']","['RSA 282-A', 'RSA 282-A:67', 'RSA 541-B:9', 'RSA 491:8']",RSA 282-A,True,[],,645,case_order,1.0.0,2026-08-03T12:15:15.415390,0.8
2024-0058,2024-0058,['2024-0058'],,,,J.B. v. J.M.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20240058.pdf,,2024-06-14,,2024,Circuit Court,circuit_court,Greenhalgh,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'domestic_violence']",[],,False,[],,583,case_order,1.0.0,2026-08-03T12:15:15.551997,0.8
2023-0342,2023-0342,['2023-0342'],,,,Amir Mirza & a. v. Robert Cheney & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230342.pdf,,2024-06-13,,2024,"Superior Court (Temple, J.)",superior_court,Temple,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['statutory_interpretation'],['RSA 498:1'],RSA 498:1,True,[],,608,case_order,1.0.0,2026-08-03T12:15:15.713398,0.8
2023-0348,2023-0348,['2023-0348'],,,,Frederick Howcroft v. New Hampshire Department of Safety,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230348.pdf,,2024-06-13,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['administrative_law', 'DWI']","['RSA 265-A:30', 'RSA 265-A:31, II']",RSA 265-A:30,False,[],,341,case_order,1.0.0,2026-08-03T12:15:15.865630,0.8
2023-0101,2023-0101,['2023-0101'],,,,State of New Hampshire v. Justin Spirko,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230101.pdf,,2024-06-13,,2024,Circuit Court,circuit_court,Stephen,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['constitutional'],"['RSA 597:2, III']","RSA 597:2, III",False,[],,340,case_order,1.0.0,2026-08-03T12:15:15.959180,0.8
2023-0030,2023-0030,['2023-0030'],,,,State of New Hampshire v. Derrick T. Moyer,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230030.pdf,,2024-06-13,,2024,Superior Court,superior_court,"St.
Hilaire",criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'property', 'contract', 'tort', 'tax']","['RSA 631:3', 'RSA 631:3, I', 'RSA 625:11, V', 'RSA 631:3, II', 'RSA 626:2, II']",RSA 631:3,False,['de_novo'],,1390,case_order,1.0.0,2026-08-03T12:15:16.325476,0.8
2022-0663,2022-0663,['2022-0663'],,,,State of New Hampshire v. Kile A. Madsen,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20220663.pdf,,2024-06-12,,2024,"Superior Court (Temple, J.)",superior_court,Temple,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'competency']","['RSA 637:3', 'RSA 629:3', 'RSA 651:6, I']",RSA 637:3,False,['de_novo'],,1427,case_order,1.0.0,2026-08-03T12:15:16.726323,0.8
2023-0315,2023-0315,['2023-0315'],,,,Samantha Vary v. Zachary Snyder,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230315.pdf,,2024-06-12,,2024,"Circuit Court (Guptill, J.)",circuit_court,Guptill,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['contract', 'tort']","['RSA 540-A:3, I', 'RSA 540-A', 'RSA 540-A:4, V']","RSA 540-A:3, I",False,[],,839,case_order,1.0.0,2026-08-03T12:15:16.926199,0.8
2023-0568,2023-0568,['2023-0568'],,,,In the Matter of Abigail Mathewson and Mark Stuenkel,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230568.pdf,,2024-06-05,,2024,"Circuit Court (Gorman, J.)",circuit_court,Gorman,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],"['RSA 461-A:12, V', 'RSA 461-A:12, VI']","RSA 461-A:12, V",False,[],,788,case_order,1.0.0,2026-08-03T12:15:17.156723,0.8
2023-0094,2023-0094,['2023-0094'],,,,"Josh Yokela v. Governor, State of New Hampshire",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230094.pdf,,2024-06-05,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,2,3-0,True,False,False,"['statutory_interpretation', 'constitutional']","['RSA 237', 'RSA 237:5, II', 'RSA 21-L:3, I', 'RSA 21-L:4, I', 'RSA 237:17, IV']",RSA 237,True,[],,797,case_order,1.0.0,2026-08-03T12:15:17.332749,0.8
2022-0361,2022-0361,['2022-0361'],,,,State of New Hampshire v. Ryan Beaudry,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20220361.pdf,,2024-06-03,,2024,"Superior Court (Tucker, J.)",superior_court,Tucker,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'statutory_interpretation']","['RSA 632-A:2, II', 'RSA 641:6']","RSA 632-A:2, II",True,[],,1557,case_order,1.0.0,2026-08-03T12:15:17.684662,0.8
2022-0600,2022-0600,['2022-0600'],,,,State of New Hampshire v. David Voight,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20220600.pdf,,2024-06-03,,2024,"Superior Court (Messer, J.)",superior_court,Messer,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'evidence']","['RSA 631:2, I', 'RSA 159:3, I']","RSA 631:2, I",False,[],,1360,case_order,1.0.0,2026-08-03T12:15:18.047416,0.8
2023-0190,2023-0190,['2023-0190'],,,,State of New Hampshire v. Vincent Morin,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-07/20230190.pdf,,2024-06-03,,2024,"Superior Court (English, J.)",superior_court,English,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,[],[],,False,[],,419,case_order,1.0.0,2026-08-03T12:15:18.160843,0.8
2022-0219,2022-0219,['2022-0219'],,,,Appeal of Town of East Kingston,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220219.pdf,,2024-05-22,,2024,,administrative,,civil,standard,remanded,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['administrative_law', 'property', 'tort']","['RSA 674:33', 'RSA 679:9, II', 'RSA 677:6', 'RSA 679:9, I', 'RSA 677:4', 'RSA 677:16', 'RSA 541', 'RSA 679:15', 'RSA 541:13', 'RSA 674:33, I', 'RSA 674:39-a, III']",RSA 674:33,False,[],,1201,case_order,1.0.0,2026-08-03T12:15:18.517069,0.8
2022-0457,2022-0457,['2022-0457'],,,,"Chase Cutts Brigham Neighborhood Association, Inc. & a. v. City of Portsmouth",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220457.pdf,,2024-05-21,,2024,Superior Court,superior_court,Honigberg,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['civil_procedure', 'property', 'DWI']",[],,False,['de_novo'],,1312,case_order,1.0.0,2026-08-03T12:15:19.276219,0.8
2022-0436,2022-0436,['2022-0436'],,,,"Silver City NH, LLC v. Town of Hooksett",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220436.pdf,,2024-05-17,,2024,Superior Court,superior_court,Tucker,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['administrative_law', 'statutory_interpretation', 'property']",[],,True,['de_novo'],,1396,case_order,1.0.0,2026-08-03T12:15:19.666809,0.8
2023-0291,2023-0291,['2023-0291'],,,,Susan Jackson v. Thomas Tate,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230291.pdf,,2024-05-15,,2024,Superior Court,superior_court,MacLeod,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,[],[],,False,[],,156,case_order,1.0.0,2026-08-03T12:15:19.721644,0.8
2023-0175,2023-0175,['2023-0175'],,,,State of New Hampshire v. Kevin M. Ruel,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20230175.pdf,,2024-05-14,,2024,Superior Court,superior_court,Howard,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['criminal'],"['RSA 631:3', 'RSA 631:3, I', 'RSA 625:11, V', 'RSA 631:3, II', 'RSA 626:2, II']",RSA 631:3,False,['de_novo'],,1063,case_order,1.0.0,2026-08-03T12:15:19.986004,0.8
2023-0148,2023-0148,['2023-0148'],,,,Steven P. Marshall & a. v. Tricia L. Hicks,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230148.pdf,,2024-05-14,,2024,Superior Court,superior_court,Delker,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['property'],[],,False,[],,207,case_order,1.0.0,2026-08-03T12:15:20.054142,0.8
2022-0553,2022-0553,['2022-0553'],,,,Appeal of Michael G. Cross,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220553.pdf,,2024-05-14,,2024,,administrative,,civil,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['medicaid', 'administrative_law', 'employment', 'tort']","['RSA 541:13', 'RSA 541-B:19, I']",RSA 541:13,False,[],,1371,case_order,1.0.0,2026-08-03T12:15:20.456661,0.8
2023-0122,2023-0122,['2023-0122'],,,,Paul M. Monzione v. Town of Alton,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230122.pdf,,2024-05-13,,2024,"Superior Court (Ignatius, J.)",superior_court,Ignatius,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['constitutional', 'property', 'contract']","['RSA 677:3, I']","RSA 677:3, I",False,[],,614,case_order,1.0.0,2026-08-03T12:15:20.608574,0.8
2022-0746,2022-0746,['2022-0746'],,,,State of New Hampshire v. Dennis E. Lapointe,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220746.pdf,,2024-05-13,,2024,"Superior Court (Leonard, J.)",superior_court,Leonard,family/domestic,standard,remanded,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'constitutional', 'evidence', 'domestic_violence']","['RSA 632-A:2, III', 'RSA 21-M:8-k', 'RSA 21']","RSA 632-A:2, III",False,[],,1208,case_order,1.0.0,2026-08-03T12:15:20.955085,0.8
2023-0010,2023-0010,['2023-0010'],,,,State of New Hampshire v. Sarah Fitton,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230010.pdf,,2024-05-13,,2024,"Superior Court (Delker, J.)",superior_court,Delker,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,[],"['RSA 159:3, I']","RSA 159:3, I",False,[],,700,case_order,1.0.0,2026-08-03T12:15:21.130311,0.8
2022-0615,2022-0615,['2022-0615'],,,,State of New Hampshire v. Steven Smith,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220615.pdf,,2024-05-13,,2024,"Superior Court (Nicolosi, J.)",superior_court,Nicolosi,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'family_law', 'evidence']","['RSA 631:2-a', 'RSA 651:6, I']",RSA 631:2-a,False,[],,770,case_order,1.0.0,2026-08-03T12:15:21.355579,0.8
2023-0183,2023-0183,['2023-0183'],,,,In the Matter of Kathryn Scanlon and Levi Clairmont,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230183.pdf,,2024-05-09,,2024,"Circuit Court (Cabrera, J.)",circuit_court,Cabrera,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['family_law', 'statutory_interpretation']",['RSA 461-A:6'],RSA 461-A:6,True,['de_novo'],,595,case_order,1.0.0,2026-08-03T12:15:21.494292,0.8
2023-0350,2023-0350,['2023-0350'],,,,John P. Ford & a. v. Kenneth T. Stys & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230350.pdf,,2024-05-09,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['property'],[],,False,[],,214,case_order,1.0.0,2026-08-03T12:15:21.558437,0.8
2023-0165,2023-0165,['2023-0165'],,,,In re Name Change of Olivia Pottie; In re Name Change of Nathan Pottie,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230165.pdf,,2024-05-09,,2024,"Circuit Court (Christo, J.)",circuit_court,Christo,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['criminal', 'evidence']",[],,False,[],,653,case_order,1.0.0,2026-08-03T12:15:21.774672,0.8
2023-0127,2023-0127,['2023-0127'],,,,"U.S. Bank National Association, as Trustee for Bear Stearns Asset Backed Securities I Trust 2007 HE4 v. Brian Goodman & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230127.pdf,,2024-05-09,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['civil_procedure', 'constitutional', 'property']",[],,False,[],,245,case_order,1.0.0,2026-08-03T12:15:21.842429,0.8
2023-0349,2023-0349,['2023-0349'],,,,"Edgar Clifford Avery, Jr. v. Commissioner, Department of Corrections",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230349.pdf,,2024-05-09,,2024,"Superior Court (Kissinger, J.)",superior_court,Kissinger,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,[],[],,False,[],,169,case_order,1.0.0,2026-08-03T12:15:21.898847,0.8
2022-0715,2022-0715,['2022-0715'],,,,"Deutsche Bank National Trust Company, as Trustee for Residential Asset Securitization Trust Series 2005-A2 Mortgage Pass-Through Certificates Series 2005-B v. Brian J. Goodman & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220715.pdf,,2024-05-09,,2024,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['civil_procedure', 'constitutional', 'property']",[],,False,[],,244,case_order,1.0.0,2026-08-03T12:15:21.969324,0.8
2023-0031,2023-0031,['2023-0031'],,,,State of New Hampshire v. Joseph Mills,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230031.pdf,,2024-05-06,,2024,Superior Court,superior_court,Messer,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['civil_procedure'],"['RSA 633:1, I']","RSA 633:1, I",False,[],,212,case_order,1.0.0,2026-08-03T12:15:22.039051,0.8
2023-0081,2023-0081,['2023-0081'],,,,In re Estate of Richard W. Moen,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230081.pdf,,2024-05-06,,2024,"Circuit Court (Yazinski and Hersh, JJ.)",circuit_court,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['contract'],[],,False,[],,186,case_order,1.0.0,2026-08-03T12:15:22.100892,0.8
2022-0654,2022-0654,['2022-0654'],,,,State of New Hampshire v. Albert D. Lynch,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220654.pdf,,2024-05-03,,2024,"Superior Court (Leonard, J.)",superior_court,Leonard,civil,standard,reversed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['tort'],"['RSA 318-B:26, IX', 'RSA 318-B:2, I', 'RSA 318']","RSA 318-B:26, IX",False,[],,939,case_order,1.0.0,2026-08-03T12:15:22.391169,0.8
2023-0254,2023-0254,['2023-0254'],,,,"In the Matter of Charles Smith, Jr., and Shaun Smith",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230254.pdf,,2024-05-03,,2024,"Circuit Court (Countway, J.)",circuit_court,Countway,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['family_law', 'property', 'employment', 'contract']","['RSA 458:16-a, II']","RSA 458:16-a, II",False,[],,1457,case_order,1.0.0,2026-08-03T12:15:22.727150,0.8
2022-0718,2022-0718,['2022-0718'],,,,State of New Hampshire v. Vincent Chaney,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-05/20220718.pdf,,2024-05-03,,2024,"Superior Court (Nicolosi, J.)",superior_court,Nicolosi,criminal,standard,,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,"['criminal', 'insurance', 'statutory_interpretation', 'constitutional']",[],,True,['de_novo'],,1453,case_order,1.0.0,2026-08-03T12:15:23.134224,0.8
2023-0305,2023-0305,['2023-0305'],,,,In the Matter of Kseniya Ausiaikova and Brian Meckel,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230305.pdf,,2024-05-03,,2024,"Circuit Court (Curran, J.)",circuit_court,Curran,family/domestic,standard,affirmed,per_curiam,Per Curiam,0,0,0,4,Unavailable,False,False,False,['family_law'],[],,False,['de_novo'],,1431,case_order,1.0.0,2026-08-03T12:15:23.535943,0.8
2022-0692,2022-0692,['2022-0692'],,,,"Doty Group, LLC & a. v. Town of Merrimack",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20220692.pdf,,2024-05-03,,2024,"Superior Court (Colburn, J.)",superior_court,Colburn,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,[],['RSA 677:15'],RSA 677:15,False,[],,290,case_order,1.0.0,2026-08-03T12:15:23.609636,0.8
2023-0150,2023-0150,['2023-0150'],,,,In the Matter of William Cloutier and Ashley Nachampassak,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230150.pdf,,2024-05-01,,2024,"Circuit Court (Hall, J.)",circuit_court,Hall,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],"['RSA 461-A:2', 'RSA 461-A:6', 'RSA 461-A:6, i', 'RSA 461-A:6, I']",RSA 461-A:2,False,[],,915,case_order,1.0.0,2026-08-03T12:15:23.874758,0.8
2023-0300,2023-0300,['2023-0300'],,,,Jason A. Czekalski v. Kathleen Duchesne & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230300.pdf,,2024-05-01,,2024,"Superior Court (Bornstein, J.)",superior_court,Bornstein,criminal,standard,dismissed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['criminal', 'civil_procedure', 'statutory_interpretation', 'constitutional', 'tax']","['RSA 99-D:2', 'RSA 491:15', 'RSA 491:13', 'RSA 494:14']",RSA 99-D:2,True,[],,1355,case_order,1.0.0,2026-08-03T12:15:24.213266,0.8
2023-0135,2023-0135,['2023-0135'],,,,Granite Ridge Condominium Association v. Shirley Wood,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230135.pdf,,2024-05-01,,2024,"Circuit Court (Zucker, R., approved by Keating, J.), following an evidentiary",circuit_court,"Zucker, R., approved by Keating",civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['tax'],['RSA 356'],RSA 356,False,[],,218,case_order,1.0.0,2026-08-03T12:15:24.326019,0.8
2023-0199,2023-0199,['2023-0199'],,,,In the Matter of Amanda Picardi and William Picardi,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230199.pdf,,2024-05-01,,2024,"Circuit Court (Keating, J.)",circuit_court,Keating,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,['family_law'],[],,False,[],,273,case_order,1.0.0,2026-08-03T12:15:24.399032,0.8
2023-0369,2023-0369,['2023-0369'],,,,Town of Chichester v. Shaun C. Fife,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2024-06/20230369.pdf,,2024-05-01,,2024,"Superior Court (Kissinger, J.)",superior_court,Kissinger,civil,standard,vacated,per_curiam,Per Curiam,5,0,0,0,5-0,True,False,False,"['statutory_interpretation', 'property', 'tax']","['RSA 676:15', 'RSA 676:17']",RSA 676:15,True,[],,1253,case_order,1.0.0,2026-08-03T12:15:24.698976,0.8
